s_merge_id,classroom_id,student_id,friend_1,friend_2,friend_3,support_1,support_2,support_3,el_sitting_cm1,el_sitting_cm2,el_sitting_cm3,el_sitting_cm4,el_sitting_cm5,el_sitting_cm6,el_sitting_cm7,el_sitting_cm8,el_group_pn1,el_group_pn2,el_group_pn3,el_group_pn4,el_group_pn5,el_group_pn6,el_group_pn7,el_group_pn8,el_religion,treatment,subdistrict,girls_school,bl_batch,el_best_tl,el_leader_yn,el,isolated_out_s,isolated_out_f,el_cohort2_cmsize,el_student_id,group_id_g6,bs_male,fs_student_id,academic_1,academic_2,academic_3,emot_1,emot_2,emot_3,isolated_friend_in,isolated_support_in,isolated_friend_out,isolated_support_out
112662_159,1126621,1126621159,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,no,,no,No,no,,,69,159,,yes,,,,,,,,1,1,1,1
112551_609,1125511,1125511609,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,,no,No,no,,,86,609,,yes,,,,,,,,1,1,1,1
112624_162,1126241,1126241162,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,104,162,,no,,,,,,,,1,1,1,1
112608_155,1126081,1126081155,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,No,no,,,69,155,2.0,yes,,,,,,,,1,1,1,1
112858_284,1128583,1128583284,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Shibpur Upazila,no,Grade 7,no,No,no,,,63,284,,yes,,,,,,,,1,0,1,1
112726_230,1127261,1127261230,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Palash Upazila,no,Grade 6,no,No,yes,1.0,1.0,135,230,6.0,yes,,,,,,,,1,1,1,1
112545_204,1125451,1125451204,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Belabo Upazila,no,,no,No,no,,,110,204,,yes,,,,,,,,1,1,1,1
112595_176,1125951,1125951176,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,Grade 7,no,No,no,,,99,176,,no,,,,,,,,0,0,1,1
112662_154,1126621,1126621154,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,no,,no,No,no,,,69,154,,no,,,,,,,,0,1,1,1
112772_121,1127721,1127721121,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,96,121,,no,,,,,,,,1,1,1,1
112772_191,1127721,1127721191,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,96,191,,no,,,,,,,,1,1,1,1
112779_185,1127791,1127791185,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,83,185,4.0,yes,,,,,,,,1,1,1,1
112738_102,1127381,1127381102,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Palash Upazila,yes,Grade 6,no,No,no,,,31,102,,no,,,,,,,,1,1,1,1
112776_105,1127762,1127762105,1127762197.0,1127762179.0,1127762202.0,1127762197.0,1127762188.0,1127762134.0,1127762188.0,1127762134.0,1127762207.0,1127762203.0,1127762183.0,1127762144.0,1127762146.0,1127762191.0,1127762119.0,1127762138.0,1127762188.0,1127762192.0,1127762202.0,1127762201.0,1127762150.0,1127762130.0,Muslim,treatment,Raipura Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,115,105,6.0,no,,,,,,,,0,0,0,0
112855_122,1128551,1128551122,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,,no,No,no,,,65,122,,no,,,,,,,,1,1,1,1
112662_156,1126621,1126621156,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,no,Grade 6,no,No,no,,,69,156,4.0,yes,,,,,,,,1,1,1,1
112579_113,1125791,1125791113,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,yes,Grade 6,no,No,no,,,21,113,,no,,,,,,,,0,0,1,1
112765_603,1127651,1127651603,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,145,603,,yes,,,,,,,,1,1,1,1
112773_190,1127731,1127731190,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,135,190,,yes,,,,,,,,1,1,1,1
112604_136,1126041,1126041136,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,,no,No,no,,,53,136,,yes,,,,,,,,1,1,1,1
135318_710,1353181,1353181710,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,no,,,61,710,,no,,,,,,,,1,1,1,1
112794_181,1127941,1127941181,1127941196.0,1127941175.0,1127941167.0,1127941167.0,1127941196.0,1127941171.0,1127941161.0,1127941196.0,1127941171.0,1127941144.0,1127941149.0,1127941156.0,1127941162.0,1127941168.0,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,yes,0.0,0.0,106,181,,yes,,,,,,,,1,0,0,0
112820_614,1128201,1128201614,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,,no,No,no,,,89,614,,yes,,,,,,,,1,1,1,1
112623_178,1126231,1126231178,1126231176.0,1126231165.0,1126231125.0,1126231175.0,1126231165.0,,1126231125.0,1126231149.0,1126231115.0,1126231108.0,1126231171.0,1126231160.0,1126231138.0,1126231170.0,1126231125.0,1126231149.0,1126231169.0,1126231163.0,1126231158.0,1126231152.0,1126231144.0,1126231143.0,Muslim,treatment,Monohardi Upazila,no,,yes,Yes,yes,0.0,0.0,106,178,,no,,,,,,,,0,1,0,0
112548_132,1125482,1125482132,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Belabo Upazila,no,,no,No,no,,,32,132,,yes,,,,,,,,1,1,1,1
112764_602,1127642,1127642602,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,124,602,,no,,,,,,,,1,1,1,1
112670_600,1126701,1126701600,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,no,,no,No,no,,,57,600,,no,,,,,,,,1,1,1,1
112663_183,1126631,1126631183,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,85,183,,no,,,,,,,,1,1,1,1
112584_182,1125841,1125841182,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,No,no,,,104,182,6.0,yes,,,,,,,,1,1,1,1
134971_176,1349711,1349711176,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,87,176,,yes,,,,,,,,1,1,1,1
112855_115,1128551,1128551115,1128551149.0,1128551146.0,1128551142.0,1128551146.0,,1128551107.0,1128551105.0,1128551148.0,1128551132.0,1128551154.0,1128551166.0,,,,1128551105.0,1128551148.0,1128551132.0,1128551154.0,1128551159.0,,,,Muslim,treatment,Shibpur Upazila,no,,no,Yes,yes,0.0,0.0,65,115,,yes,,,,,,,,0,0,0,0
112666_198,1126663,1126663198,1126663106.0,1126663108.0,1126663113.0,1126663106.0,,,1126663106.0,1126663108.0,1126663104.0,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 7,no,No,yes,0.0,0.0,67,198,,yes,,,,,,,,0,0,0,0
112784_1003,1127841,1127841003,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,88,3,,no,,,,,,,,1,1,1,1
112682_604,1126821,1126821604,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,107,604,,no,,,,,,,,1,1,1,1
112778_178,1127781,1127781178,1127781154.0,1127781153.0,1127781141.0,1127781153.0,1127781154.0,1127781141.0,1127781205.0,1127781188.0,1127781203.0,1127781153.0,1127781154.0,1127781141.0,1127781113.0,1127781191.0,1127781205.0,1127781202.0,1127781141.0,1127781188.0,1127781113.0,1127781153.0,,,Muslim,treatment,Raipura Upazila,yes,Grade 6,no,Yes,yes,0.0,0.0,113,178,1.0,no,,,,,,,,0,0,0,0
112661_115,1126611,1126611115,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,yes,,no,No,no,,,48,115,,no,,,,,,,,1,1,1,1
112551_105,1125511,1125511105,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,,no,No,no,,,86,105,,yes,,,,,,,,1,1,1,1
112680_170,1126801,1126801170,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,no,,no,No,no,,,63,170,6.0,no,,,,,,,,1,1,1,1
112855_132,1128551,1128551132,1128551112.0,1128551114.0,1128551120.0,1128551112.0,1128551120.0,1128551105.0,1128551105.0,1128551115.0,1128551154.0,1128551166.0,1128551148.0,,,,1128551105.0,1128551148.0,1128551175.0,1128551166.0,1128551154.0,,,,Muslim,treatment,Shibpur Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,65,132,4.0,yes,,,,,,,,0,0,0,0
112661_152,1126611,1126611152,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,yes,Grade 6,no,No,no,,,48,152,,no,,,,,,,,1,1,1,1
112837_121,1128371,1128371121,,,,,,,,,,,,,,,,,,,,,,,Non-muslim,treatment,Shibpur Upazila,no,Grade 6,no,No,no,,,52,121,3.0,yes,,,,,,,,1,0,1,1
112778_206,1127781,1127781206,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,yes,,no,No,no,,,113,206,,no,,,,,,,,1,1,1,1
112844_133,1128441,1128441133,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,,no,No,no,,,90,133,,yes,,,,,,,,1,1,1,1
112739_109,1127392,1127392109,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Palash Upazila,no,Grade 7,no,No,no,,,44,109,,yes,,,,,,,,1,1,1,1
112777_604,1127771,1127771604,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,114,604,6.0,no,,,,,,,,1,1,1,1
112743_127,1127431,1127431127,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Palash Upazila,no,,no,No,no,,,90,127,,yes,,,,,,,,0,1,1,1
112545_503,1125452,1125452503,1125452120.0,1125452110.0,1125452504.0,1125452120.0,1125452110.0,1125452504.0,,1125452323.0,1125452240.0,1125452322.0,1125452135.0,1125452101.0,1125452259.0,,1125452111.0,1125452256.0,1125452250.0,1125452240.0,1125452135.0,1125452258.0,1125452253.0,1125452132.0,Muslim,treatment,Belabo Upazila,no,,no,No,yes,0.0,0.0,104,503,,yes,,,,,,,,0,0,0,0
112800_642,1128001,1128001642,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,146,642,,yes,,,,,,,,1,1,1,1
112773_214,1127731,1127731214,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,135,214,,no,,,,,,,,1,1,1,1
112825_136,1128251,1128251136,1128251151.0,1128251146.0,1128251132.0,1128251151.0,1128251146.0,1128251132.0,1128251145.0,1128251169.0,1128251161.0,1128251152.0,1128251143.0,1128251127.0,1128251114.0,1128251116.0,,,,,,,,,Muslim,control,Shibpur Upazila,yes,Grade 6,no,No,yes,0.0,0.0,57,136,,no,,,,,,,,1,0,0,0
112776_1027,1127762,1127762027,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,115,27,,no,,,,,,,,1,1,1,1
112790_147,1127901,1127901147,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,Grade 6,no,No,no,,,197,147,,yes,,,,,,,,1,1,1,1
112671_487,1126712,1126712487,1126712331.0,1126712259.0,1126712223.0,1126712377.0,1126712259.0,1126712223.0,1126712419.0,1126712377.0,1126712370.0,1126712331.0,1126712294.0,1126712259.0,1126712223.0,1126712429.0,1126712419.0,1126712377.0,1126712370.0,1126712331.0,1126712294.0,1126712259.0,1126712223.0,1126712130.0,Muslim,treatment,Narsingdi Sadar Upazila,no,Grade 7,no,No,yes,0.0,0.0,114,487,,yes,,,,,,,,0,0,0,0
112785_1023,1127851,1127851023,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,120,23,,yes,,,,,,,,1,1,1,1
112620_1032,1126201,1126201032,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,120,32,,no,,,,,,,,1,1,1,1
112800_125,1128001,1128001125,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,146,125,,no,,,,,,,,1,1,1,1
112666_256,1126664,1126664256,1126664342.0,1126664253.0,,1126664373.0,,,1126664342.0,1126664340.0,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 6,no,No,yes,0.0,0.0,67,256,,yes,,,,,,,,1,0,0,0
112597_134,1125971,1125971134,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,No,no,,,58,134,2.0,no,,,,,,,,1,1,1,1
112785_230,1127852,1127852230,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,49,230,,yes,,,,,,,,1,1,1,1
112789_1015,1127891,1127891015,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,yes,,no,No,no,,,81,15,,no,,,,,,,,1,1,1,1
112739_200,1127392,1127392200,1127392162.0,,,1127392162.0,,,1127392178.0,1127392201.0,1127392198.0,1127392206.0,,,,,,1127392204.0,1127392178.0,1127392184.0,1127392201.0,,,,Muslim,treatment,Palash Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,44,200,9.0,no,,,,,,,,1,1,0,0
112844_128,1128441,1128441128,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,,no,No,no,,,90,128,,yes,,,,,,,,1,1,1,1
112794_162,1127941,1127941162,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,106,162,,yes,,,,,,,,0,1,1,1
112661_131,1126611,1126611131,1126611129.0,1126611120.0,1126611153.0,1126611129.0,1126611120.0,1126611128.0,1126611129.0,1126611153.0,1126611128.0,1126611120.0,1126611130.0,1126611123.0,1126611122.0,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,yes,Grade 6,no,No,yes,0.0,0.0,48,131,,no,,,,,,,,0,0,0,0
112794_132,1127941,1127941132,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,106,132,,yes,,,,,,,,0,0,1,1
112839_170,1128391,1128391170,1128391150.0,1128391161.0,1128391165.0,1128391150.0,1128391178.0,1128391165.0,1128391165.0,1128391178.0,1128391162.0,1128391155.0,1128391171.0,1128391158.0,1128391175.0,,,,,,,,,,Muslim,control,Shibpur Upazila,no,Grade 7,no,No,yes,0.0,0.0,100,170,,no,,,,,,,,0,0,0,0
112830_149,1128301,1128301149,1128301123.0,1128301105.0,1128301159.0,1128301169.0,1128301181.0,1128301159.0,1128301143.0,1128301132.0,1128301127.0,1128301122.0,1128301120.0,1128301128.0,1128301118.0,1128301115.0,1128301163.0,1128301134.0,1128301133.0,1128301132.0,1128301128.0,1128301127.0,1128301126.0,1128301123.0,Muslim,treatment,Shibpur Upazila,no,,no,Yes,yes,0.0,0.0,112,149,4.0,yes,,,,,,,,0,0,0,0
112837_146,1128371,1128371146,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,,no,No,no,,,52,146,2.0,yes,,,,,,,,1,1,1,1
112676_601,1126761,1126761601,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,yes,,no,No,no,,,73,601,8.0,no,,,,,,,,1,1,1,1
112760_601,1127602,1127602601,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Palash Upazila,no,,no,No,no,,,46,601,,no,,,,,,,,1,1,1,1
112610_166,1126101,1126101166,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,yes,,no,No,no,,,67,166,,no,,,,,,,,1,1,1,1
112723_450,1127233,1127233450,1127233134.0,1127233432.0,1127233385.0,1127233385.0,1127233262.0,1127233134.0,1127233134.0,1127233385.0,1127233422.0,1127233383.0,1127233351.0,1127233262.0,1127233436.0,1127233409.0,,,,,,,,,Muslim,control,Palash Upazila,no,,no,No,yes,0.0,0.0,76,450,,yes,,,,,,,,0,0,0,0
112765_608,1127651,1127651608,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,145,608,,yes,,,,,,,,1,1,1,1
112685_180,1126852,1126852180,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,93,180,,yes,,,,,,,,1,1,1,1
112789_184,1127891,1127891184,1127891217.0,1127891201.0,1127891186.0,1127891217.0,1127891201.0,1127891223.0,1127891217.0,1127891201.0,1127891186.0,1127891223.0,1127891231.0,1127891227.0,1127891109.0,1127891107.0,,,,,,,,,Muslim,control,Raipura Upazila,yes,Grade 6,no,No,yes,0.0,0.0,81,184,,no,,,,,,,,0,0,0,0
112800_608,1128001,1128001608,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,146,608,,no,,,,,,,,1,1,1,1
112795_127,1127951,1127951127,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,68,127,4.0,yes,,,,,,,,1,1,1,1
131459_107,1314591,1314591107,1314591106.0,1314591105.0,1314591128.0,1314591106.0,1314591105.0,1314591128.0,1314591105.0,1314591121.0,1314591106.0,1314591128.0,1314591126.0,1314591112.0,1314591103.0,1314591133.0,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,yes,0.0,0.0,37,107,,yes,,,,,,,,0,0,0,0
112765_228,1127651,1127651228,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,145,228,,yes,,,,,,,,1,1,1,1
112764_714,1127642,1127642714,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,Grade 6,no,No,no,,,124,714,,yes,,,,,,,,1,1,1,1
112671_210,1126713,1126713210,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,no,,no,No,no,,,109,210,,yes,,,,,,,,0,0,1,1
112624_181,1126241,1126241181,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,104,181,,no,,,,,,,,1,1,1,1
112839_603,1128391,1128391603,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Shibpur Upazila,no,,no,No,no,,,100,603,,yes,,,,,,,,1,1,1,1
112777_200,1127771,1127771200,1127771222.0,1127771199.0,1127771135.0,1127771229.0,1127771199.0,1127771214.0,1127771199.0,1127771135.0,1127771222.0,1127771144.0,1127771115.0,1127771224.0,1127771101.0,1127771193.0,1127771199.0,1127771135.0,1127771222.0,1127771115.0,1127771193.0,1127771101.0,1127771224.0,1127771148.0,Muslim,treatment,Raipura Upazila,no,Grade 6,no,No,yes,0.0,0.0,114,200,1.0,no,,,,,,,,0,1,0,0
134630_193,1346301,1346301193,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,,no,No,no,,,84,193,,yes,,,,,,,,1,1,1,1
112624_158,1126241,1126241158,1126241141.0,1126241106.0,1126241132.0,1126241195.0,1126241200.0,1126241106.0,1126241106.0,1126241195.0,1126241141.0,1126241126.0,1126241166.0,1126241206.0,1126241181.0,1126241129.0,,,,,,,,,Muslim,control,Monohardi Upazila,no,Grade 6,no,No,yes,0.0,0.0,104,158,,no,,,,,,,,1,0,0,0
112621_108,1126211,1126211108,,,,,,,1126211119.0,1126211115.0,1126211110.0,1126211120.0,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,No,yes,1.0,1.0,29,108,1.0,yes,,,,,,,,0,1,1,1
112624_177,1126241,1126241177,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,Grade 6,no,No,no,,,104,177,,no,,,,,,,,1,1,1,1
134399_182,1343991,1343991182,1343991186.0,1343991173.0,1343991163.0,1343991169.0,1343991176.0,,1343991120.0,1343991163.0,1343991186.0,1343991173.0,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,Grade 6,no,No,yes,0.0,0.0,83,182,,yes,,,,,,,,0,0,0,0
112670_154,1126701,1126701154,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,no,Grade 6,no,No,no,,,57,154,3.0,no,,,,,,,,1,1,1,1
112666_376,1126664,1126664376,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,Grade 7,no,No,no,,,67,376,,no,,,,,,,,1,1,1,1
112610_114,1126101,1126101114,1126101104.0,1126101113.0,1126101103.0,1126101102.0,1126101142.0,1126101107.0,1126101111.0,1126101106.0,1126101121.0,1126101125.0,1126101134.0,1126101136.0,1126101143.0,1126101141.0,,,,,,,,,Muslim,control,Monohardi Upazila,yes,Grade 6,no,No,yes,0.0,0.0,67,114,,no,,,,,,,,0,0,0,0
112820_136,1128201,1128201136,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Shibpur Upazila,no,Grade 6,no,No,no,,,89,136,4.0,yes,,,,,,,,0,0,1,1
112609_601,1126091,1126091601,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,88,601,,yes,,,,,,,,1,1,1,1
112667_121,1126671,1126671121,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,153,121,,no,,,,,,,,1,1,1,1
134119_175,1341191,1341191175,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,92,175,,yes,,,,,,,,1,1,1,1
133870_107,1338701,1338701107,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Belabo Upazila,no,,no,No,no,,,69,107,,yes,,,,,,,,1,1,1,1
112839_142,1128391,1128391142,1128391134.0,,,1128391134.0,,,1128391122.0,1128391132.0,1128391137.0,1128391102.0,1128391114.0,1128391189.0,1128391109.0,,,,,,,,,,Muslim,control,Shibpur Upazila,no,Grade 6,no,No,yes,0.0,0.0,100,142,,yes,,,,,,,,1,0,0,0
112677_118,1126771,1126771118,1126771113.0,1126771106.0,1126771114.0,1126771113.0,1126771106.0,1126771114.0,1126771113.0,1126771114.0,1126771106.0,,,,,,1126771113.0,1126771129.0,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,no,Grade 7,no,Yes,yes,0.0,0.0,60,118,,yes,,,,,,,,0,0,0,0
112608_108,1126081,1126081108,1126081121.0,1126081126.0,,1126081123.0,1126081107.0,1126081121.0,1126081123.0,1126081146.0,1126081145.0,1126081132.0,1126081124.0,1126081116.0,1126081159.0,1126081160.0,1126081123.0,1126081146.0,1126081145.0,1126081132.0,1126081117.0,1126081160.0,1126081159.0,1126081124.0,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,69,108,1.0,no,,,,,,,,0,0,0,0
112667_259,1126671,1126671259,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,153,259,,yes,,,,,,,,1,1,1,1
112802_129,1128021,1128021129,1128021150.0,1128021140.0,1128021139.0,1128021141.0,1128021139.0,1128021150.0,1128021150.0,1128021140.0,1128021144.0,1128021139.0,1128021141.0,1128021125.0,1128021101.0,1128021142.0,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,yes,0.0,0.0,81,129,,yes,,,,,,,,0,0,0,0
112792_118,1127921,1127921118,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,96,118,,yes,,,,,,,,1,1,1,1
112667_246,1126671,1126671246,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,153,246,,no,,,,,,,,1,1,1,1
112609_164,1126091,1126091164,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,88,164,,yes,,,,,,,,1,1,1,1
112765_609,1127651,1127651609,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,no,,,145,609,,no,,,,,,,,1,1,1,1
112789_602,1127891,1127891602,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,yes,,no,No,no,,,81,602,,no,,,,,,,,1,1,1,1
112609_148,1126091,1126091148,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,88,148,,yes,,,,,,,,0,0,1,1
112624_134,1126241,1126241134,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Monohardi Upazila,no,,no,No,no,,,104,134,,no,,,,,,,,1,0,1,1
112616_107,1126161,1126161107,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Monohardi Upazila,no,,no,No,no,,,65,107,3.0,yes,,,,,,,,0,1,1,1
112736_133,1127361,1127361133,1127361114.0,1127361136.0,1127361130.0,1127361114.0,1127361136.0,,1127361114.0,1127361136.0,,,,,,,,,,,,,,,Muslim,control,Palash Upazila,no,Grade 6,no,No,yes,0.0,0.0,76,133,,no,,,,,,,,0,0,0,0
112545_219,1125452,1125452219,1125452111.0,1125452119.0,1125452110.0,1125452250.0,1125452198.0,1125452119.0,1125452243.0,1125452119.0,1125452198.0,1125452110.0,1125452222.0,1125452318.0,1125452235.0,,1125452119.0,1125452243.0,1125452198.0,1125452110.0,1125452206.0,1125452222.0,1125452318.0,1125452235.0,Muslim,treatment,Belabo Upazila,no,,no,Yes,yes,0.0,0.0,104,219,,yes,,,,,,,,1,0,0,0
112779_164,1127791,1127791164,1127791134.0,1127791142.0,1127791147.0,1127791141.0,,,1127791151.0,1127791140.0,,,,,,,1127791137.0,1127791142.0,1127791716.0,1127791718.0,,,,,Muslim,treatment,Raipura Upazila,no,,no,No,yes,0.0,0.0,83,164,,yes,,,,,,,,1,1,0,0
112676_166,1126761,1126761166,,,,,,,,,,,,,,,,,,,,,,,Muslim,treatment,Narsingdi Sadar Upazila,yes,Grade 6,no,No,no,,,73,166,4.0,no,,,,,,,,1,1,1,1
112785_1029,1127851,1127851029,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Raipura Upazila,no,,no,No,no,,,120,29,,yes,,,,,,,,1,1,1,1
112667_250,1126671,1126671250,,,,,,,,,,,,,,,,,,,,,,,Muslim,control,Narsingdi Sadar Upazila,no,,no,No,no,,,153,250,,no,,,,,,,,1,1,1,1
112623_161,1126231,1126231161,1126231136.0,1126231109.0,1126231160.0,1126231125.0,1126231136.0,1126231104.0,1126231149.0,1126231169.0,1126231125.0,1126231104.0,1126231178.0,1126231133.0,1126231152.0,,1126231149.0,1126231169.0,1126231125.0,1126231104.0,1126231178.0,1126231133.0,1126231152.0,,Muslim,treatment,Monohardi Upazila,no,Grade 6,no,Yes,yes,0.0,0.0,106,161,4.0,no,,,,,,,,0,0,0,0
