s_merge_id,fs_student_id,fs_classroom,high_eyes,high_raven,high_bangla,high_math,emot_1,emot_2,emot_3,academic_1,academic_2,academic_3,isolated_emot_in,isolated_academic_in,isolated_emot_out,isolated_academic_out
112795_126,,,yes,yes,yes,yes,,,,,,,1,1,1,1
135318_102,,,no,yes,yes,yes,,,,,,,1,1,1,1
112666_187,,,no,no,no,no,,,,,,,1,1,1,1
112676_126,,,no,no,no,no,,,,,,,1,1,1,1
112544_120,,,no,no,no,no,,,,,,,1,1,1,1
112743_141,,,no,no,no,no,,,,,,,1,1,1,1
112597_108,,,no,no,no,no,,,,,,,1,1,1,1
112560_140,,,yes,no,no,yes,,,,,,,1,1,1,1
112772_131,,,yes,yes,no,no,,,,,,,1,1,1,1
112557_150,,,yes,no,no,no,,,,,,,1,1,1,1
112594_133,,,no,yes,no,no,,,,,,,1,1,1,1
112826_170,,,no,no,no,yes,,,,,,,1,1,1,1
112794_171,,,no,no,yes,no,,,,,,,1,1,1,1
112730_148,,,no,no,no,no,,,,,,,1,1,1,1
112538_150,,,yes,yes,no,yes,,,,,,,1,1,1,1
112832_144,,,no,no,no,no,,,,,,,1,1,1,1
112723_432,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112736_129,,,no,no,no,no,,,,,,,1,1,1,1
112794_198,,,yes,yes,yes,no,,,,,,,1,1,1,1
112765_119,,,no,no,no,no,,,,,,,1,1,1,1
112726_242,,,no,no,no,no,,,,,,,1,1,1,1
112794_701,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112785_1002,,,no,no,no,no,,,,,,,1,1,1,1
112663_601,,,no,no,no,no,,,,,,,1,1,1,1
112609_145,,,no,no,no,no,,,,,,,1,1,1,1
112614_133,,,no,yes,yes,yes,,,,,,,1,1,1,1
112545_259,,,no,no,no,no,,,,,,,1,1,1,1
134399_109,,,no,no,no,no,,,,,,,1,1,1,1
112884_108,,,no,no,no,no,,,,,,,1,1,1,1
112772_114,,,no,yes,no,no,,,,,,,1,1,1,1
112584_138,,,no,no,no,no,,,,,,,1,1,1,1
112791_173,,,no,no,no,no,,,,,,,1,1,1,1
112800_127,,,no,no,no,no,,,,,,,1,1,1,1
112792_152,,,no,no,no,no,,,,,,,1,1,1,1
112545_505,,,no,no,no,no,,,,,,,1,1,1,1
112723_298,,,no,no,no,no,,,,,,,1,1,1,1
112820_138,,,no,no,no,yes,,,,,,,1,1,1,1
112606_182,,,no,no,no,no,,,,,,,1,1,1,1
112730_207,,,no,no,no,no,,,,,,,1,1,1,1
112786_123,,,no,no,no,no,,,,,,,1,1,1,1
112604_104,,,yes,yes,yes,no,,,,,,,1,1,1,1
112731_180,,,no,no,no,no,,,,,,,1,1,1,1
112765_195,,,no,no,no,no,,,,,,,1,1,1,1
112624_170,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112792_169,,,no,no,no,no,,,,,,,1,1,1,1
112670_128,,,no,no,no,no,,,,,,,1,1,1,1
112793_163,,,no,no,no,no,,,,,,,1,1,1,1
112545_248,,,no,yes,no,yes,,,,,,,1,1,1,1
112540_353,,,no,no,no,no,,,,,,,1,1,1,1
112661_131,,,no,yes,no,no,,,,,,,1,1,1,1
112853_112,,,yes,no,no,no,,,,,,,1,1,1,1
112793_138,,,yes,no,no,no,,,,,,,1,1,1,1
112609_176,,,no,no,no,no,,,,,,,1,1,1,1
112543_149,,,yes,no,yes,no,,,,,,,1,1,1,1
112772_172,,,no,no,no,no,,,,,,,1,1,1,1
112549_113,,,no,yes,no,yes,,,,,,,1,1,1,1
134399_149,,,yes,yes,no,yes,,,,,,,1,1,1,1
112675_128,,,no,yes,no,no,,,,,,,1,1,1,1
112723_398,,,no,yes,yes,yes,,,,,,,1,1,1,1
112855_115,,,no,no,no,no,,,,,,,1,1,1,1
112662_170,,,no,no,no,no,,,,,,,1,1,1,1
112540_191,,,no,yes,yes,yes,,,,,,,1,1,1,1
112772_601,,,no,no,no,no,,,,,,,1,1,1,1
112591_136,,,no,yes,yes,no,,,,,,,1,1,1,1
112743_130,,,no,no,no,no,,,,,,,1,1,1,1
112839_139,,,no,no,no,no,,,,,,,1,1,1,1
112773_142,,,no,no,no,no,,,,,,,1,1,1,1
112606_104,,,no,no,no,no,,,,,,,1,1,1,1
134971_114,,,no,no,no,no,,,,,,,1,1,1,1
112662_124,,,yes,no,no,no,,,,,,,1,1,1,1
112779_174,,,no,no,no,no,,,,,,,1,1,1,1
112854_153,,,no,no,no,no,,,,,,,1,1,1,1
112731_171,,,yes,yes,yes,no,,,,,,,1,1,1,1
112849_123,,,no,no,yes,no,,,,,,,1,1,1,1
112826_158,,,yes,no,yes,yes,,,,,,,1,1,1,1
112695_218,,,no,no,no,no,,,,,,,1,1,1,1
112672_172,,,yes,yes,yes,no,,,,,,,1,1,1,1
112579_108,,,no,no,no,yes,,,,,,,1,1,1,1
134119_106,,,no,no,no,no,,,,,,,1,1,1,1
112695_151,,,no,yes,no,no,,,,,,,1,1,1,1
112802_610,,,no,no,no,no,,,,,,,1,1,1,1
112723_471,,,no,no,no,no,,,,,,,1,1,1,1
112792_184,,,no,no,no,no,,,,,,,1,1,1,1
112730_143,,,yes,no,no,no,,,,,,,1,1,1,1
112722_110,,,no,yes,yes,no,,,,,,,1,1,1,1
112588_1004,,,no,no,no,no,,,,,,,1,1,1,1
112666_369,,,yes,yes,no,no,,,,,,,1,1,1,1
112675_240,,,yes,yes,no,yes,,,,,,,1,1,1,1
112791_172,,,no,no,no,no,,,,,,,1,1,1,1
112676_121,,,no,no,no,no,,,,,,,1,1,1,1
112588_149,,,no,no,yes,no,,,,,,,1,1,1,1
112743_172,,,yes,yes,no,yes,,,,,,,1,1,1,1
112609_154,,,no,no,no,no,,,,,,,1,1,1,1
112610_135,,,no,no,no,no,,,,,,,1,1,1,1
112731_706,,,yes,no,yes,no,,,,,,,1,1,1,1
112789_101,,,no,no,no,no,,,,,,,1,1,1,1
112623_161,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112791_108,,,no,no,no,no,,,,,,,1,1,1,1
135318_143,,,yes,no,no,no,,,,,,,1,1,1,1
112676_107,,,no,no,no,no,,,,,,,1,1,1,1
112820_617,,,no,no,no,no,,,,,,,1,1,1,1
112665_124,,,no,no,no,no,,,,,,,1,1,1,1
112773_609,,,no,no,no,no,,,,,,,1,1,1,1
112675_286,,,yes,no,yes,yes,,,,,,,1,1,1,1
112734_153,,,no,yes,yes,yes,,,,,,,1,1,1,1
112776_102,,,no,no,no,yes,,,,,,,1,1,1,1
112551_126,,,no,no,no,no,,,,,,,1,1,1,1
112695_104,,,no,yes,yes,yes,,,,,,,1,1,1,1
112846_122,,,no,yes,no,no,,,,,,,1,1,1,1
112825_111,,,yes,no,no,no,,,,,,,1,1,1,1
112540_303,,,no,no,no,yes,,,,,,,1,1,1,1
112723_440,,,no,no,no,no,,,,,,,1,1,1,1
134119_146,,,no,yes,yes,no,,,,,,,1,1,1,1
112839_602,,,no,no,no,no,,,,,,,1,1,1,1
112843_106,,,no,no,no,no,,,,,,,1,1,1,1
112614_130,,,no,no,no,no,,,,,,,1,1,1,1
112791_147,,,no,no,yes,yes,,,,,,,1,1,1,1
112663_119,,,yes,yes,yes,no,,,,,,,1,1,1,1
112791_604,,,no,no,no,no,,,,,,,1,1,1,1
112675_116,,,no,no,no,no,,,,,,,1,1,1,1
112787_701,,,yes,no,no,yes,,,,,,,1,1,1,1
112616_110,,,no,no,no,no,,,,,,,1,1,1,1
112623_603,,,no,no,no,no,,,,,,,1,1,1,1
112670_122,,,no,no,no,no,,,,,,,1,1,1,1
112731_138,,,no,no,no,no,,,,,,,1,1,1,1
112661_115,,,no,no,no,no,,,,,,,1,1,1,1
112558_606,,,no,no,no,no,,,,,,,1,1,1,1
112792_109,,,no,no,no,no,,,,,,,1,1,1,1
112558_603,,,no,no,no,no,,,,,,,1,1,1,1
112790_172,,,no,no,no,no,,,,,,,1,1,1,1
134630_198,,,no,no,no,no,,,,,,,1,1,1,1
112850_145,,,no,yes,yes,yes,,,,,,,1,1,1,1
112584_123,,,no,yes,yes,yes,,,,,,,1,1,1,1
112666_303,,,yes,no,no,no,,,,,,,1,1,1,1
112793_184,,,no,no,no,no,,,,,,,1,1,1,1
112777_601,,,no,no,no,no,,,,,,,1,1,1,1
112792_146,,,no,no,no,no,,,,,,,1,1,1,1
112555_139,,,no,no,yes,no,,,,,,,1,1,1,1
112790_224,,,no,no,no,no,,,,,,,1,1,1,1
112835_156,,,no,no,no,yes,,,,,,,1,1,1,1
133870_124,,,no,no,no,no,,,,,,,1,1,1,1
112584_112,,,no,no,no,no,,,,,,,1,1,1,1
112595_186,,,no,no,no,yes,,,,,,,1,1,1,1
112611_166,,,yes,no,no,no,,,,,,,1,1,1,1
112599_119,,,no,no,no,no,,,,,,,1,1,1,1
112790_104,,,yes,no,yes,no,,,,,,,1,1,1,1
112800_192,,,no,yes,yes,yes,,,,,,,1,1,1,1
112777_185,,,no,no,no,no,,,,,,,1,1,1,1
112844_140,,,no,no,no,no,,,,,,,1,1,1,1
112789_167,,,no,no,no,no,,,,,,,1,1,1,1
112839_116,,,no,no,no,no,,,,,,,1,1,1,1
112791_601,,,no,no,no,no,,,,,,,1,1,1,1
112667_169,,,no,yes,yes,no,,,,,,,1,1,1,1
112820_152,,,no,no,no,no,,,,,,,1,1,1,1
112544_163,,,yes,no,no,no,,,,,,,1,1,1,1
112790_259,,,yes,yes,no,no,,,,,,,1,1,1,1
134119_131,,,no,no,no,no,,,,,,,1,1,1,1
112777_605,,,no,no,no,no,,,,,,,1,1,1,1
112790_134,,,no,no,no,no,,,,,,,1,1,1,1
112835_147,,,no,yes,no,yes,,,,,,,1,1,1,1
112604_120,,,no,no,no,no,,,,,,,1,1,1,1
112789_1019,,,no,no,no,no,,,,,,,1,1,1,1
112685_193,,,no,no,no,no,,,,,,,1,1,1,1
112776_131,,,no,no,yes,yes,,,,,,,1,1,1,1
134971_153,,,no,no,no,no,,,,,,,1,1,1,1
112671_340,,,yes,yes,yes,yes,,,,,,,1,1,1,1
133870_610,,,no,no,no,no,,,,,,,1,1,1,1
112609_702,,,no,no,yes,no,,,,,,,1,1,1,1
112557_154,,,no,no,no,yes,,,,,,,1,1,1,1
112604_127,,,no,no,no,no,,,,,,,1,1,1,1
112611_163,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112853_152,,,no,no,no,no,,,,,,,1,1,1,1
134119_152,,,yes,yes,no,no,,,,,,,1,1,1,1
112599_111,,,no,no,no,no,,,,,,,1,1,1,1
112884_166,,,yes,no,no,yes,,,,,,,1,1,1,1
134971_125,,,no,no,no,no,,,,,,,1,1,1,1
112723_430,,,no,yes,yes,yes,,,,,,,1,1,1,1
112684_164,,,yes,yes,yes,no,,,,,,,1,1,1,1
112611_121,,,no,no,no,no,,,,,,,1,1,1,1
112858_291,,,no,no,no,no,,,,,,,1,1,1,1
112802_603,,,no,no,no,no,,,,,,,1,1,1,1
112819_156,,,yes,no,no,no,,,,,,,1,1,1,1
112731_703,,,yes,yes,no,no,,,,,,,1,1,1,1
112695_112,,,no,yes,no,no,,,,,,,1,1,1,1
112800_604,,,no,no,no,no,,,,,,,1,1,1,1
134630_164,,,yes,yes,yes,no,,,,,,,1,1,1,1
112825_121,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112785_173,,,yes,yes,no,no,,,,,,,1,1,1,1
112561_137,,,no,no,no,no,,,,,,,1,1,1,1
112558_177,,,no,no,no,no,,,,,,,1,1,1,1
112777_113,,,no,no,no,no,,,,,,,1,1,1,1
112681_131,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112789_228,,,no,no,no,no,,,,,,,1,1,1,1
134630_121,,,no,no,no,no,,,,,,,1,1,1,1
112800_172,,,no,no,no,no,,,,,,,1,1,1,1
112595_730,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112672_119,,,no,no,no,no,,,,,,,1,1,1,1
112543_107,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112672_158,,,yes,no,no,yes,,,,,,,1,1,1,1
112665_139,,,no,no,no,no,,,,,,,1,1,1,1
112695_132,,,no,no,no,no,,,,,,,1,1,1,1
112743_150,,,no,no,no,no,,,,,,,1,1,1,1
112672_155,,,no,no,no,no,,,,,,,1,1,1,1
112609_607,,,no,no,no,no,,,,,,,1,1,1,1
112789_218,,,no,no,no,no,,,,,,,1,1,1,1
112588_637,,,no,no,no,no,,,,,,,1,1,1,1
112736_121,,,no,yes,no,no,,,,,,,1,1,1,1
112623_616,,,no,no,no,no,,,,,,,1,1,1,1
112789_217,,,no,no,no,no,,,,,,,1,1,1,1
112776_157,,,no,no,no,no,,,,,,,1,1,1,1
112558_156,,,no,no,no,no,,,,,,,1,1,1,1
112675_108,,,yes,yes,no,yes,,,,,,,1,1,1,1
112764_129,,,yes,no,yes,no,,,,,,,1,1,1,1
112624_148,,,no,no,no,no,,,,,,,1,1,1,1
112606_136,,,no,no,no,no,,,,,,,1,1,1,1
112794_603,,,no,no,no,no,,,,,,,1,1,1,1
112765_142,,,yes,no,no,yes,,,,,,,1,1,1,1
112620_1029,,,no,no,no,no,,,,,,,1,1,1,1
112540_166,,,no,no,no,yes,,,,,,,1,1,1,1
112785_211,,,no,no,no,no,,,,,,,1,1,1,1
112723_338,,,no,yes,yes,no,,,,,,,1,1,1,1
112594_189,,,no,no,no,no,,,,,,,1,1,1,1
112663_101,,,yes,no,yes,no,,,,,,,1,1,1,1
112800_622,,,no,no,no,no,,,,,,,1,1,1,1
112548_113,,,no,no,no,no,,,,,,,1,1,1,1
112776_196,,,yes,no,no,no,,,,,,,1,1,1,1
112743_185,,,no,no,no,no,,,,,,,1,1,1,1
112776_115,,,no,no,no,no,,,,,,,1,1,1,1
112765_602,,,no,no,no,no,,,,,,,1,1,1,1
112730_107,,,yes,yes,no,yes,,,,,,,1,1,1,1
112623_101,,,yes,yes,yes,no,,,,,,,1,1,1,1
112743_146,,,no,no,no,yes,,,,,,,1,1,1,1
112791_181,,,no,no,no,no,,,,,,,1,1,1,1
112543_184,,,no,no,no,no,,,,,,,1,1,1,1
112846_123,,,no,no,yes,yes,,,,,,,1,1,1,1
112795_138,,,no,no,no,no,,,,,,,1,1,1,1
112787_165,,,no,no,no,no,,,,,,,1,1,1,1
131459_113,,,no,no,no,no,,,,,,,1,1,1,1
112802_114,,,no,no,no,no,,,,,,,1,1,1,1
134630_119,,,no,no,no,no,,,,,,,1,1,1,1
112584_169,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112675_198,,,yes,no,yes,no,,,,,,,1,1,1,1
112540_252,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112624_176,,,no,no,no,no,,,,,,,1,1,1,1
112826_156,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112850_120,,,yes,no,no,no,,,,,,,1,1,1,1
112585_169,,,no,no,no,no,,,,,,,1,1,1,1
112794_602,,,no,no,no,no,,,,,,,1,1,1,1
112786_704,,,no,no,no,no,,,,,,,1,1,1,1
112794_601,,,no,no,no,no,,,,,,,1,1,1,1
112781_174,,,no,no,no,no,,,,,,,1,1,1,1
112785_180,,,yes,yes,no,no,,,,,,,1,1,1,1
112776_101,,,no,no,no,no,,,,,,,1,1,1,1
112777_200,,,yes,no,no,no,,,,,,,1,1,1,1
112695_174,,,no,no,no,no,,,,,,,1,1,1,1
112794_141,,,no,no,no,no,,,,,,,1,1,1,1
112773_113,,,no,no,no,no,,,,,,,1,1,1,1
112791_192,,,yes,yes,no,yes,,,,,,,1,1,1,1
112884_163,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112682_601,,,no,no,no,no,,,,,,,1,1,1,1
112585_132,,,no,no,yes,no,,,,,,,1,1,1,1
112589_170,,,no,no,no,no,,,,,,,1,1,1,1
112560_139,,,yes,no,no,no,,,,,,,1,1,1,1
112858_223,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112773_102,,,no,no,no,no,,,,,,,1,1,1,1
112837_1003,,,no,no,no,no,,,,,,,1,1,1,1
112790_236,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112620_112,,,no,no,no,no,,,,,,,1,1,1,1
112786_117,,,no,no,no,no,,,,,,,1,1,1,1
112675_201,,,yes,yes,no,no,,,,,,,1,1,1,1
112620_180,,,no,no,no,no,,,,,,,1,1,1,1
112785_207,,,no,no,no,no,,,,,,,1,1,1,1
112671_220,,,no,no,no,no,,,,,,,1,1,1,1
112695_106,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112608_150,,,no,no,no,no,,,,,,,1,1,1,1
112595_205,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112551_611,,,no,no,no,no,,,,,,,1,1,1,1
112785_192,,,no,no,no,no,,,,,,,1,1,1,1
112608_108,,,no,no,no,no,,,,,,,1,1,1,1
112785_191,,,yes,yes,no,no,,,,,,,1,1,1,1
112785_186,,,no,no,no,yes,,,,,,,1,1,1,1
112777_176,,,no,no,no,no,,,,,,,1,1,1,1
112792_119,,,no,no,no,no,,,,,,,1,1,1,1
112611_137,,,no,no,no,no,,,,,,,1,1,1,1
112729_157,,,yes,no,no,no,,,,,,,1,1,1,1
112616_143,,,yes,no,no,no,,,,,,,1,1,1,1
112846_109,,,no,no,no,no,,,,,,,1,1,1,1
112735_111,,,no,no,no,no,,,,,,,1,1,1,1
137021_603,,,no,no,no,no,,,,,,,1,1,1,1
112839_166,,,yes,yes,yes,no,,,,,,,1,1,1,1
112585_179,,,no,no,no,no,,,,,,,1,1,1,1
112723_436,,,no,no,no,no,,,,,,,1,1,1,1
133870_122,,,no,no,no,no,,,,,,,1,1,1,1
112676_137,,,no,no,no,no,,,,,,,1,1,1,1
112667_177,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112802_617,,,no,no,no,no,,,,,,,1,1,1,1
112835_808,,,no,yes,yes,no,,,,,,,1,1,1,1
112722_162,,,no,yes,yes,yes,,,,,,,1,1,1,1
112777_124,,,no,no,no,no,,,,,,,1,1,1,1
112584_603,,,no,no,no,no,,,,,,,1,1,1,1
112779_176,,,no,no,no,no,,,,,,,1,1,1,1
112785_153,,,no,no,no,no,,,,,,,1,1,1,1
112785_151,,,no,no,no,no,,,,,,,1,1,1,1
112684_151,,,no,no,no,no,,,,,,,1,1,1,1
112785_168,,,no,no,no,no,,,,,,,1,1,1,1
112667_211,,,no,no,no,no,,,,,,,1,1,1,1
137021_606,,,no,no,no,no,,,,,,,1,1,1,1
112671_170,,,yes,no,no,no,,,,,,,1,1,1,1
134119_171,,,yes,yes,yes,no,,,,,,,1,1,1,1
112589_180,,,no,no,no,yes,,,,,,,1,1,1,1
112599_129,,,no,no,no,yes,,,,,,,1,1,1,1
112784_604,,,no,no,no,no,,,,,,,1,1,1,1
112663_163,,,no,no,yes,no,,,,,,,1,1,1,1
112685_164,,,no,no,no,no,,,,,,,1,1,1,1
112624_179,,,no,no,no,no,,,,,,,1,1,1,1
112588_143,,,no,no,no,no,,,,,,,1,1,1,1
112584_107,,,no,yes,no,no,,,,,,,1,1,1,1
112624_208,,,no,no,no,no,,,,,,,1,1,1,1
112784_116,,,yes,no,yes,yes,,,,,,,1,1,1,1
112676_115,,,yes,yes,no,yes,,,,,,,1,1,1,1
112588_124,,,no,yes,no,no,,,,,,,1,1,1,1
131459_120,,,no,no,no,no,,,,,,,1,1,1,1
112846_126,,,no,no,no,no,,,,,,,1,1,1,1
112794_183,,,no,no,no,no,,,,,,,1,1,1,1
112621_102,,,yes,yes,no,yes,,,,,,,1,1,1,1
112765_162,,,no,yes,no,no,,,,,,,1,1,1,1
112616_159,,,no,yes,no,no,,,,,,,1,1,1,1
112794_190,,,no,no,no,no,,,,,,,1,1,1,1
112765_231,,,no,no,no,no,,,,,,,1,1,1,1
112599_136,,,no,no,yes,yes,,,,,,,1,1,1,1
112665_107,,,no,yes,yes,yes,,,,,,,1,1,1,1
112772_124,,,no,no,no,no,,,,,,,1,1,1,1
112837_1001,,,no,no,no,no,,,,,,,1,1,1,1
112844_189,,,no,no,no,no,,,,,,,1,1,1,1
112540_212,,,no,yes,yes,no,,,,,,,1,1,1,1
112555_114,,,no,no,no,no,,,,,,,1,1,1,1
112584_195,,,yes,yes,yes,no,,,,,,,1,1,1,1
112784_987,,,no,no,no,no,,,,,,,1,1,1,1
112790_106,,,no,yes,no,no,,,,,,,1,1,1,1
112832_189,,,no,no,no,no,,,,,,,1,1,1,1
112790_180,,,yes,no,no,no,,,,,,,1,1,1,1
112726_238,,,yes,no,no,no,,,,,,,1,1,1,1
112597_147,,,no,no,no,no,,,,,,,1,1,1,1
112680_139,,,no,no,no,no,,,,,,,1,1,1,1
112858_222,,,no,yes,no,no,,,,,,,1,1,1,1
112722_231,,,no,yes,yes,no,,,,,,,1,1,1,1
112841_137,,,no,no,no,no,,,,,,,1,1,1,1
112540_230,,,no,no,no,no,,,,,,,1,1,1,1
112544_175,,,yes,no,yes,yes,,,,,,,1,1,1,1
112545_312,,,no,no,no,no,,,,,,,1,1,1,1
112685_172,,,yes,no,no,no,,,,,,,1,1,1,1
112620_604,,,no,no,no,no,,,,,,,1,1,1,1
112738_602,,,no,no,no,no,,,,,,,1,1,1,1
112594_180,,,yes,no,yes,yes,,,,,,,1,1,1,1
112672_138,,,no,yes,no,yes,,,,,,,1,1,1,1
112594_148,,,no,no,yes,no,,,,,,,1,1,1,1
112549_600,,,no,no,no,no,,,,,,,1,1,1,1
112858_213,,,no,no,yes,no,,,,,,,1,1,1,1
112609_132,,,no,no,no,no,,,,,,,1,1,1,1
112680_127,,,yes,yes,yes,no,,,,,,,1,1,1,1
112832_148,,,no,no,no,no,,,,,,,1,1,1,1
112781_110,,,yes,yes,no,no,,,,,,,1,1,1,1
112773_206,,,no,no,no,no,,,,,,,1,1,1,1
112595_731,,,no,no,no,no,,,,,,,1,1,1,1
112663_114,,,no,yes,yes,yes,,,,,,,1,1,1,1
112792_105,,,no,no,no,no,,,,,,,1,1,1,1
112540_263,,,yes,yes,no,yes,,,,,,,1,1,1,1
112785_1021,,,no,no,no,no,,,,,,,1,1,1,1
112551_608,,,no,no,no,no,,,,,,,1,1,1,1
112545_334,,,no,no,no,no,,,,,,,1,1,1,1
112835_806,,,no,yes,no,no,,,,,,,1,1,1,1
112734_149,,,no,no,no,no,,,,,,,1,1,1,1
112800_621,,,no,no,no,no,,,,,,,1,1,1,1
112784_186,,,no,no,no,no,,,,,,,1,1,1,1
112825_203,,,no,no,yes,yes,,,,,,,1,1,1,1
112681_115,,,yes,yes,no,no,,,,,,,1,1,1,1
112672_129,,,no,no,no,no,,,,,,,1,1,1,1
112825_125,,,no,yes,no,no,,,,,,,1,1,1,1
112726_210,,,yes,no,no,no,,,,,,,1,1,1,1
112841_140,,,no,yes,yes,no,,,,,,,1,1,1,1
112785_243,,,no,no,no,no,,,,,,,1,1,1,1
112681_178,,,no,no,no,no,,,,,,,1,1,1,1
112825_107,,,no,no,no,no,,,,,,,1,1,1,1
112595_714,,,no,yes,yes,no,,,,,,,1,1,1,1
134119_111,,,no,no,no,no,,,,,,,1,1,1,1
112776_120,,,no,no,no,no,,,,,,,1,1,1,1
134630_186,,,no,no,no,no,,,,,,,1,1,1,1
134119_104,,,no,no,no,no,,,,,,,1,1,1,1
112800_158,,,no,no,no,no,,,,,,,1,1,1,1
112597_110,,,yes,no,no,no,,,,,,,1,1,1,1
112685_167,,,no,yes,yes,yes,,,,,,,1,1,1,1
112789_608,,,no,no,no,no,,,,,,,1,1,1,1
112616_133,,,no,no,no,no,,,,,,,1,1,1,1
112858_256,,,no,yes,no,no,,,,,,,1,1,1,1
112779_128,,,no,no,no,no,,,,,,,1,1,1,1
112779_146,,,no,no,no,no,,,,,,,1,1,1,1
112848_117,,,no,no,no,no,,,,,,,1,1,1,1
112677_151,,,no,no,no,no,,,,,,,1,1,1,1
112765_229,,,yes,no,no,yes,,,,,,,1,1,1,1
112561_143,,,no,no,no,no,,,,,,,1,1,1,1
112561_105,,,yes,yes,yes,no,,,,,,,1,1,1,1
112791_609,,,no,no,no,no,,,,,,,1,1,1,1
112681_107,,,no,no,no,no,,,,,,,1,1,1,1
112790_175,,,no,yes,no,no,,,,,,,1,1,1,1
112680_137,,,no,yes,yes,no,,,,,,,1,1,1,1
112778_166,,,no,no,no,no,,,,,,,1,1,1,1
112723_448,,,no,no,no,no,,,,,,,1,1,1,1
112620_129,,,no,no,no,no,,,,,,,1,1,1,1
112826_127,,,no,yes,yes,yes,,,,,,,1,1,1,1
112778_115,,,no,no,no,no,,,,,,,1,1,1,1
112539_150,,,yes,yes,no,yes,,,,,,,1,1,1,1
112675_187,,,no,yes,no,no,,,,,,,1,1,1,1
112551_114,,,no,no,no,no,,,,,,,1,1,1,1
112848_180,,,no,no,no,no,,,,,,,1,1,1,1
112776_147,,,no,no,no,yes,,,,,,,1,1,1,1
112675_283,,,yes,yes,no,no,,,,,,,1,1,1,1
112620_1026,,,no,no,no,no,,,,,,,1,1,1,1
112764_208,,,no,no,no,no,,,,,,,1,1,1,1
112540_332,,,no,no,yes,yes,,,,,,,1,1,1,1
112594_165,,,yes,yes,yes,no,,,,,,,1,1,1,1
112684_153,,,no,no,no,no,,,,,,,1,1,1,1
112734_105,,,yes,no,yes,no,,,,,,,1,1,1,1
112671_141,,,yes,no,no,yes,,,,,,,1,1,1,1
112675_102,,,no,no,yes,no,,,,,,,1,1,1,1
112595_176,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112544_178,,,no,no,no,no,,,,,,,1,1,1,1
112855_157,,,no,no,no,no,,,,,,,1,1,1,1
112777_189,,,no,no,no,no,,,,,,,1,1,1,1
112793_182,,,yes,no,no,yes,,,,,,,1,1,1,1
112778_200,,,yes,yes,no,no,,,,,,,1,1,1,1
112540_355,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112738_102,,,no,no,no,no,,,,,,,1,1,1,1
137021_116,,,no,no,no,no,,,,,,,1,1,1,1
112680_123,,,no,no,no,yes,,,,,,,1,1,1,1
112835_804,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112830_118,,,no,no,no,no,,,,,,,1,1,1,1
112684_167,,,no,no,no,no,,,,,,,1,1,1,1
112785_169,,,no,no,no,no,,,,,,,1,1,1,1
112778_602,,,no,no,no,no,,,,,,,1,1,1,1
112849_125,,,no,no,no,no,,,,,,,1,1,1,1
112791_117,,,no,no,no,no,,,,,,,1,1,1,1
112789_115,,,no,no,no,no,,,,,,,1,1,1,1
112773_614,,,no,no,no,no,,,,,,,1,1,1,1
112820_143,,,no,no,no,no,,,,,,,1,1,1,1
112611_150,,,no,no,no,yes,,,,,,,1,1,1,1
112777_216,,,no,no,yes,no,,,,,,,1,1,1,1
112800_634,,,no,no,no,no,,,,,,,1,1,1,1
112826_111,,,no,no,no,yes,,,,,,,1,1,1,1
112681_122,,,no,no,no,no,,,,,,,1,1,1,1
112790_602,,,no,no,no,no,,,,,,,1,1,1,1
112662_141,,,no,no,no,no,,,,,,,1,1,1,1
134630_127,,,no,no,no,no,,,,,,,1,1,1,1
112777_149,,,no,no,no,no,,,,,,,1,1,1,1
112785_199,,,no,no,no,no,,,,,,,1,1,1,1
112790_300,,,no,no,no,no,,,,,,,1,1,1,1
112667_154,,,no,no,no,no,,,,,,,1,1,1,1
112594_166,,,no,no,yes,yes,,,,,,,1,1,1,1
112685_135,,,yes,yes,no,no,,,,,,,1,1,1,1
112789_213,,,yes,yes,yes,yes,,,,,,,1,1,1,1
112670_108,,,no,no,no,no,,,,,,,1,1,1,1
112846_150,,,no,no,no,no,,,,,,,1,1,1,1
112677_160,,,no,no,no,no,,,,,,,1,1,1,1
112743_134,,,no,no,no,no,,,,,,,1,1,1,1
112790_160,,,yes,no,no,no,,,,,,,1,1,1,1
